,date,Temperature(F)
1070,2011-06-06,66.0
1071,2011-06-07,68.0
1072,2011-06-08,70.5
1073,2011-06-09,77.5
1074,2011-06-10,74.0
1075,2011-06-11,64.5
1076,2011-06-12,63.0
1077,2011-06-13,65.0
1078,2011-06-14,61.5
1079,2011-06-15,66.0
1080,2011-06-16,68.0
1081,2011-06-17,69.0
1082,2011-06-18,69.5
1083,2011-06-19,69.5
1084,2011-06-20,67.0
1085,2011-06-21,72.0
1086,2011-06-22,71.5
1087,2011-06-23,69.0
1088,2011-06-24,71.0
1089,2011-06-25,68.5
1090,2011-06-26,69.5
1091,2011-06-27,71.0
1092,2011-06-28,72.5
1093,2011-06-29,72.0
1094,2011-06-30,70.0
1095,2011-07-01,69.0
1096,2011-07-02,71.5
1097,2011-07-03,72.0
1098,2011-07-04,74.5
1099,2011-07-05,74.0
1100,2011-07-06,74.5
1101,2011-07-07,76.5
1102,2011-07-08,74.0
1103,2011-07-09,74.5
1104,2011-07-10,72.0
1105,2011-07-11,76.5
1106,2011-07-12,80.5
1107,2011-07-13,75.0
1108,2011-07-14,70.0
1109,2011-07-15,72.0
1110,2011-07-16,73.5
1111,2011-07-17,74.0
1112,2011-07-18,78.5
1113,2011-07-19,78.5
1114,2011-07-20,75.0
1115,2011-07-21,79.5
1116,2011-07-22,85.5
1117,2011-07-23,78.5
1118,2011-07-24,79.5
1119,2011-07-25,72.5
1120,2011-07-26,75.5
1121,2011-07-27,73.0
1122,2011-07-28,74.0
1123,2011-07-29,77.0
1124,2011-07-30,77.5
1125,2011-07-31,75.5
1126,2011-08-01,78.0
1127,2011-08-02,77.0
1128,2011-08-03,74.5
1129,2011-08-04,73.5
1130,2011-08-05,74.0
1131,2011-08-06,73.5
1132,2011-08-07,79.0
1133,2011-08-08,77.5
1134,2011-08-09,76.0
1135,2011-08-10,75.5
1136,2011-08-11,72.5
1137,2011-08-12,70.5
1138,2011-08-13,71.5
1139,2011-08-14,69.5
1140,2011-08-15,71.0
1141,2011-08-16,70.0
1142,2011-08-17,72.0
1143,2011-08-18,73.0
1144,2011-08-19,73.0
1145,2011-08-20,72.0
1146,2011-08-21,75.0
1147,2011-08-22,69.0
1148,2011-08-23,67.0
1149,2011-08-24,69.0
1150,2011-08-25,74.5
1151,2011-08-26,74.0
1152,2011-08-27,72.5
1153,2011-08-28,67.5
1154,2011-08-29,66.0
1155,2011-08-30,69.5
1156,2011-08-31,69.5
1157,2011-09-01,70.0
1158,2011-09-02,67.0
1159,2011-09-03,70.5
1160,2011-09-04,74.0
1161,2011-09-05,73.0
1162,2011-09-06,65.0
1163,2011-09-07,65.5
1164,2011-09-08,69.5
1165,2011-09-09,72.5
1166,2011-09-10,71.0
1167,2011-09-11,67.0
1168,2011-09-12,70.0
1169,2011-09-13,71.0
1170,2011-09-14,73.5
1171,2011-09-15,63.0
1172,2011-09-16,56.0
1173,2011-09-17,57.5
1174,2011-09-18,59.5
1175,2011-09-19,58.0
1176,2011-09-20,62.0
1177,2011-09-21,67.5
1178,2011-09-22,70.0
1179,2011-09-23,68.0
1180,2011-09-24,70.0
1181,2011-09-25,71.0
1182,2011-09-26,70.5
1183,2011-09-27,69.5
1184,2011-09-28,68.5
1185,2011-09-29,67.0
1186,2011-09-30,65.5
1187,2011-10-01,57.0
1188,2011-10-02,55.5
1189,2011-10-03,50.5
1190,2011-10-04,56.0
1191,2011-10-05,61.5
1192,2011-10-06,55.5
1193,2011-10-07,55.5
1194,2011-10-08,61.5
1195,2011-10-09,68.5
1196,2011-10-10,69.0
1197,2011-10-11,66.0
1198,2011-10-12,60.0
1199,2011-10-13,61.5
1200,2011-10-14,62.5
1201,2011-10-15,58.0
1202,2011-10-16,58.0
1203,2011-10-17,59.5
1204,2011-10-18,59.0
1205,2011-10-19,60.5
1206,2011-10-20,60.5
1207,2011-10-21,52.5
1208,2011-10-22,52.0
1209,2011-10-23,51.5
1210,2011-10-24,54.5
1211,2011-10-25,54.5
1212,2011-10-26,54.5
1213,2011-10-27,49.0
1214,2011-10-28,42.5
1215,2011-10-29,39.0
1216,2011-10-30,39.0
1217,2011-10-31,42.0
1218,2011-11-01,46.0
1219,2011-11-02,45.5
1220,2011-11-03,51.5
1221,2011-11-04,46.0
1222,2011-11-05,41.5
1223,2011-11-06,45.0
1224,2011-11-07,49.0
1225,2011-11-08,57.5
1226,2011-11-09,55.0
1227,2011-11-10,56.0
1228,2011-11-11,43.5
1229,2011-11-12,45.0
1230,2011-11-13,50.0
1231,2011-11-14,57.0
1232,2011-11-15,59.5
1233,2011-11-16,54.5
1234,2011-11-17,46.0
1235,2011-11-18,39.5
1236,2011-11-19,42.5
1237,2011-11-20,54.0
1238,2011-11-21,50.5
1239,2011-11-22,47.0
1240,2011-11-23,47.5
1241,2011-11-24,43.0
1242,2011-11-25,50.0
1243,2011-11-26,53.0
1244,2011-11-27,52.0
1245,2011-11-28,58.0
1246,2011-11-29,56.5
1247,2011-11-30,46.5
1248,2011-12-01,42.0
1249,2011-12-02,43.0
1250,2011-12-03,39.5
1251,2011-12-04,45.0
1252,2011-12-05,49.5
1253,2011-12-06,55.5
1254,2011-12-07,52.0
1255,2011-12-08,40.0
1256,2011-12-09,41.0
1257,2011-12-10,37.0
1258,2011-12-11,33.5
1259,2011-12-12,36.0
1260,2011-12-13,38.0
1261,2011-12-14,41.5
1262,2011-12-15,49.5
1263,2011-12-16,47.5
1264,2011-12-17,36.0
1265,2011-12-18,27.0
1266,2011-12-19,36.5
1267,2011-12-20,42.5
1268,2011-12-21,49.0
1269,2011-12-22,51.5
1270,2011-12-23,42.0
1271,2011-12-24,32.5
1272,2011-12-25,38.0
1273,2011-12-26,39.5
1274,2011-12-27,44.5
1275,2011-12-28,37.5
1276,2011-12-29,29.0
1277,2011-12-30,40.5
1278,2011-12-31,46.5
1279,2012-01-01,44.0
1280,2012-01-02,38.5
1281,2012-01-03,25.5
1282,2012-01-04,19.5
1283,2012-01-05,32.0
1284,2012-01-06,40.5
1285,2012-01-07,28.0
1286,2012-01-08,38.0
1287,2012-01-09,32.0
1288,2012-01-10,38.5
1289,2012-01-11,39.0
1290,2012-01-12,43.0
1291,2012-01-13,37.5
1292,2012-01-14,30.0
1293,2012-01-15,21.5
1294,2012-01-16,24.5
1295,2012-01-17,41.0
1296,2012-01-18,38.0
1297,2012-01-19,27.5
1298,2012-01-20,30.0
1299,2012-01-21,26.0
1300,2012-01-22,26.0
1301,2012-01-23,41.5
1302,2012-01-24,43.5
1303,2012-01-25,38.0
1304,2012-01-26,37.5
1305,2012-01-27,47.5
1306,2012-01-28,39.0
1307,2012-01-29,37.0
1308,2012-01-30,35.0
1309,2012-01-31,44.0
1310,2012-02-01,51.0
1311,2012-02-02,39.0
1312,2012-02-03,35.5
1313,2012-02-04,39.5
1314,2012-02-05,34.5
1315,2012-02-06,39.5
1316,2012-02-07,41.0
1317,2012-02-08,33.5
1318,2012-02-09,36.0
1319,2012-02-10,37.5
1320,2012-02-11,34.5
1321,2012-02-12,26.0
1322,2012-02-13,32.5
1323,2012-02-14,38.0
1324,2012-02-15,41.0
1325,2012-02-16,37.5
1326,2012-02-17,44.0
1327,2012-02-18,40.0
1328,2012-02-19,38.0
1329,2012-02-20,37.0
1330,2012-02-21,37.5
1331,2012-02-22,45.5
1332,2012-02-23,49.0
1333,2012-02-24,40.0
1334,2012-02-25,36.5
1335,2012-02-26,35.0
